type,date,side,price,intended_price,slippage_pct,size,cost,commission,balance,stop_loss,take_profit,pnl,pnl_pct,reinvested,reason
entry,2025-04-17 07:30:00,BUY,0.7048647778639229,0.7042,0.09440185514381809,212.8067747328384,10.0,0.004,49.996,0.6901160000000001,0.7464520000000001,,,,
exit,2025-04-17 09:15:00,,0.6972726016344681,0.6977,0.06125818625939995,212.8067747328384,,0.003956915559024172,58.37637654784739,,,-1.6196234521526092,-16.196234521526094,0.0,signal_reversal
entry,2025-04-17 09:15:00,SELL,0.6972069841582537,0.6977,0.07066301300649197,251.18671158318597,11.675275309569479,0.004670110123827792,58.37170643772357,0.711654,0.6558379999999999,,,,
exit,2025-04-17 10:15:00,,0.6891240381822031,0.6883,0.11972078776740626,251.18671158318597,,0.00461596802730436,70.5534099101934,,,2.025712651601373,17.35044868655924,1.5192844887010297,signal_reversal
entry,2025-04-17 10:15:00,BUY,0.688793019909864,0.6883,0.07162863720238875,307.29148468763265,14.11068198203868,0.005644272792815472,70.54776563740057,0.674534,0.7295980000000001,,,,
exit,2025-04-17 12:15:00,,0.6917126589281644,0.6923,0.08483909747734832,307.29148468763265,,0.005668197598380418,84.88132562221102,,,0.8915120110870889,6.3179937881236645,0.6686340083153166,signal_reversal
entry,2025-04-17 12:15:00,SELL,0.6916252208272361,0.6923,0.09746918572352367,368.18202864560027,16.976265124442204,0.006790506049776882,84.87453511616124,0.706146,0.650762,,,,
exit,2025-04-17 14:00:00,,0.684723348002882,0.6843,0.06186584873330793,368.18202864560027,,0.00672274216876556,102.4844059395424,,,2.534422795755851,14.929213093560978,1.9008170968168883,signal_reversal
entry,2025-04-17 14:00:00,BUY,0.6846818335062176,0.6843,0.055799138713662905,449.045385422564,20.496881187908482,0.008198752475163393,102.47620718706723,0.670614,0.7253580000000001,,,,
exit,2025-04-17 14:30:00,,0.6700515744475243,0.670614,0.08386725485536077,449.045385422564,,0.008023561800020916,116.3954144953328,,,-6.577673879642916,-32.091096295778,0.0,stop_loss
entry,2025-04-17 15:00:00,BUY,0.6883117505045373,0.6878,0.07440396983677393,507.30827016979225,23.279082899066562,0.009311633159626626,116.38610286217317,0.674044,0.729068,,,,
exit,2025-04-17 16:00:00,,0.6935111830023435,0.694,0.07043472588709582,507.30827016979225,,0.00938197222912867,140.3222690447641,,,2.6283331340975313,11.290535565741386,1.9712498505731486,signal_reversal
entry,2025-04-17 16:00:00,SELL,0.6931952659458265,0.694,0.11595591558695709,607.2845961518599,28.064453808952823,0.01122578152358113,140.31104326324052,0.70788,0.6523599999999999,,,,
exit,2025-04-17 17:45:00,,0.7010021550032803,0.6997,0.1861019012834485,607.2845961518599,,0.011352208282740018,163.62314139545236,,,-4.75235567674098,-16.93371875003295,0.0,signal_reversal
entry,2025-04-17 17:45:00,BUY,0.7001002125247137,0.6997,0.05719773112957025,701.141658586526,32.724628279090474,0.01308985131163619,163.61005154414073,0.6857059999999999,0.7416820000000001,,,,
exit,2025-04-17 19:15:00,,0.6847562669200722,0.6857059999999999,0.1385044144177925,701.141658586526,,0.012802963859089527,185.56359738887235,,,-10.771082434358847,-32.914300332147924,0.0,stop_loss
entry,2025-04-17 19:45:00,SELL,0.6914831222955721,0.6923,0.11799475724801044,805.067794451043,37.11271947777447,0.014845087791109789,185.54875230108124,0.706146,0.650762,,,,
exit,2025-04-17 20:15:00,,0.7065309175150694,0.706146,0.05450962195768686,805.067794451043,,0.015168140999342097,210.53180832914472,,,-12.12966344971097,-32.68330540146757,0.0,stop_loss
entry,2025-04-17 21:00:00,BUY,0.7037604992458751,0.7028,0.13666750795036345,897.4579074333237,42.10636166582895,0.01684254466633158,210.5149657844784,0.688744,0.744968,,,,
exit,2025-04-17 23:00:00,,0.6939905580619284,0.6948,0.11649999108686995,897.4579074333237,,0.016608728373779812,243.83660775124213,,,-8.784719699065231,-20.863164974413817,0.0,signal_reversal
entry,2025-04-17 23:00:00,SELL,0.6940302149658752,0.6948,0.11079231924651074,1054.0028481176341,48.767321550248425,0.01950692862009937,243.81710082262202,0.708696,0.6531119999999999,,,,
exit,2025-04-18 00:45:00,,0.6911756079781874,0.6908,0.05437289782679222,1054.0028481176341,,0.01942669491622525,293.33175667296126,,,2.9893372003632184,6.129795743001987,2.242002900272414,signal_reversal
entry,2025-04-18 00:45:00,BUY,0.6915276863579007,0.6908,0.10533965806322626,1272.5380160172524,58.66635133459226,0.023466540533836903,293.30829013242743,0.6769839999999999,0.732248,,,,
exit,2025-04-18 03:45:00,,0.6954836230610543,0.6967,0.17459120696795308,1272.5380160172524,,0.02360078266300279,353.22726123228415,,,5.0104790610578185,8.540635214352287,3.757859295793364,signal_reversal
entry,2025-04-18 03:45:00,SELL,0.6959279265287966,0.6967,0.11081864090760066,1522.688978702745,70.64545224645683,0.028258180898582733,353.19900305138555,0.710634,0.654898,,,,
exit,2025-04-18 04:30:00,,0.7027717818711815,0.7016,0.1670156600885772,1522.688978702745,,0.028536075914627673,413.3948561202424,,,-10.449599177599945,-14.79160914866114,0.0,signal_reversal
entry,2025-04-18 04:30:00,BUY,0.7023920532348619,0.7016,0.11289242230072437,1765.6585985690838,82.6789712240485,0.0330715884896194,413.3617845317528,0.687568,0.743696,,,,
exit,2025-04-18 05:30:00,,0.7032587574391952,0.704,0.10529013647795282,1765.6585985690838,,0.03311239658910732,496.4150535893533,,,1.4971913342080023,1.8108490128049877,1.1228935006560017,signal_reversal
entry,2025-04-18 05:30:00,SELL,0.7035218071929615,0.704,0.06792511463614428,2116.8429258932565,99.28301071787067,0.039713204287148265,496.3753403850662,0.7180799999999999,0.6617599999999999,,,,
exit,2025-04-18 07:00:00,,0.709706439503392,0.7089,0.11375927541147396,2116.8429258932565,,0.040062321491297216,582.52639362586,,,-13.131957477076812,-13.226792159228,0.0,signal_reversal
entry,2025-04-18 07:00:00,BUY,0.709462917671917,0.7089,0.07940720438948815,2463.242457565242,116.505278725172,0.04660211149006881,582.4797915143699,0.694722,0.751434,,,,
exit,2025-04-18 08:15:00,,0.7184078238546016,0.7196,0.16567206022768172,2463.242457565242,,0.04718967076175217,704.481640993883,,,21.986283017364567,18.871490852555024,16.489712263023424,signal_reversal
entry,2025-04-18 08:15:00,SELL,0.7187130802766931,0.7196,0.12325176810823674,2940.596158578339,140.89632819877662,0.05635853127951065,704.4252824626035,0.733992,0.676424,,,,
exit,2025-04-18 09:45:00,,0.7164993455134268,0.7156,0.12567712596796485,2940.596158578339,,0.056184939281084714,846.9349894118029,,,6.453515001691307,4.580328731197795,4.84013625126848,signal_reversal
entry,2025-04-18 09:45:00,BUY,0.7159799521000695,0.7156,0.0530955981091948,3548.7096542059203,169.3869978823606,0.06775479915294425,846.86723461265,0.701288,0.7585360000000001,,,,
exit,2025-04-18 11:00:00,,0.7008303416892196,0.701288,0.0652596808701134,3548.7096542059203,,0.0663211573203458,962.4263426152489,,,-53.82788987976167,-31.778052951351782,0.0,stop_loss
